Категория;Название;Цена;Артикул;Картинка;описание
Пневмореле;Пневмореле для котла BAXI (628610) JJJ000628610;8 884 руб. 7 551 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-baxi-zpchas-628610-03.jpg-800x600.jpg;"
Артикул запчасти: 628610, JJJ000628610"
Теплообменники;Теплообменник пластинчатый для ГВС 12 пластин для котлов BAXI Luna, Luna-3, Luna-3 Comfort (5686670) JJJ005686670;8 985 руб. 7 637 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-a-baxi-5686670-1-800x600.jpg;"
Артикул запчасти: 5686670, JJJ005686670"
Баки;Расширительный бак 10 литров для котлов BAXI Eco, Eco-3, Luna, Luna-3, Luna-3 Comfort (5690740) JJJ005690740;"7 697 руб.                
Цена в бонусных баллах: 7697";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-00-5690740-800x600.jpg;"
Артикул запчасти: 5690740, JJJ005690740, 9951820, JJJ009951820, 5608840"
Пневмореле;Пневмореле для котлов BAXI Eco Four, Eco-3 Compact (628630) JJJ000628630;9 114 руб. 7 747 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-baxi-zpchas-628630-03.jpg-800x600.jpg;"
Артикул запчасти: 628630, JJJ000628630"
Насосы;Двигатель циркуляционного насоса Grundfos 15-50 для котлов BAXI;7 920 руб. 7 790 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-01-15-50-1-800x600.jpg;"
Двигатель циркуляционного насоса Grundfos 15-50 75 W подходит для напольных газовых котлов BAXI моделей:"
Вентиляторы;Вентилятор для котлов BAXI Eco Classic, Eco Nova (63111300821P);"10 000 руб. 7 870 руб.

Цена в бонусных баллах: 7870";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000000001-63111300821p-1-800x600.jpg;"
Артикул запчасти: 63111300821P"
Насосы;Двигатель циркуляционного насоса Grundfos 15-60 для котлов BAXI;"9 000 руб. 7 900 руб.

Цена в бонусных баллах: 7900";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0000001-16-60-2-1-800x600.jpg;"
Двигатель циркуляционного насоса Grundfos 15-60 для настенных газовых котлов BAXI"
Насосы;Двигатель циркуляционного насоса Grundfos 15-60 для котлов BAXI (5659550.DVA);8 520 руб. 7 900 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0000001-16-60-2-1-800x600.jpg;"
Артикул: 5659550.DVA"
Баки;Расширительный бак 8 литров для котлов BAXI Eco Compact, Eco-5 Compact (710418200);8 828 руб. 7 945 руб.;710418200;https://aquatermix.ru/image/cache/data-00-710418200-800x600.jpg;"
Артикул запчасти: 710418200"
Гидравлические группы;Гидрогруппа выходная для котлов BAXI Eco Classic, Eco Nova (63104100551P);8 437 руб. 8 014 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-121111-63104100551p-1-800x600.jpg;"
Артикул запчасти: 63104100551P"
Гидравлические группы;Гидравлическая группа прямой подачи для котлов BAXI (711033600);8 915 руб. 8 024 руб.;711033600;https://aquatermix.ru/image/cache/data-00001111-711033600-1-800x600.jpg;"
Артикул запчасти: 711033600"
Теплообменники;Теплообменник пластинчатый ГВС на 14 пластин для котлов BAXI (5686680) JJJ005686680;8 953 руб. 8 058 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-a-5686680-1-800x600.jpg;"
Артикул запчасти: 5686680, JJJ005686680"
Баки;Расширительный бак 10 литров для котлов Baxi SLIM (9930020) JJJ009930020;9 093 руб. 8 184 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-00-9930020-800x600.jpg;"
Артикул запчасти: 9930020, JJJ009930020"
Пневмореле;Пневмореле для котлов BAXI Slim (628620) JJJ000628620;9 700 руб. 8 245 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-baxi-zpchas-628620-04.jpg-800x600.jpg;"
Артикул запчасти: 628620, JJJ000628620"
Насосы;Двигатель циркуляционного насоса Wilo 15/6 для котлов BAXI (710872000.DVA) 721957300.DVA, 5698270.DVA;"10 000 руб. 8 390 руб.

Цена в бонусных баллах: 8390";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0000111-w15-6-1-800x600.jpg;"
Артикул запчасти: 710872000.DVA, 721957300.DVA, 5698270.DVA"
Моторы, трехходовые клапаны;Клапан трехходовой для котлов BAXI Nuvola, Nuvola-3, Nuvola-3 Comfort (5663040) JJJ005663040;"11 000 руб. 9 112 руб.

Цена в бонусных баллах: 9112";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0000001-5663040-1-800x600.jpg;"
Артикул запчасти: 5663040, JJJ005663040"
Моторы, трехходовые клапаны;Картридж трехходового клапана для котлов BAXI (711356900);10 172 руб. 9 155 руб.;711356900;https://aquatermix.ru/image/cache/data-aa-baxi-711356900-1-800x600.jpg;"
Артикул запчасти: 711356900"
Вентиляторы;Вентилятор для котлов BAXI Eco, Eco-3, Luna, Luna-3, Luna-3 Comfort, Slim (5653850) JJJ005653850;10 240 руб. 9 217 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-a-5653850-1-800x600.jpg;"
Артикул запчасти: 5653850, JJJ005653850"
Теплообменники;Теплообменник пластинчатый ГВС на 12 пластин для котлов Baxi LUNA-3, LUNA-3 Comfort (711612800);10 479 руб. 9 431 руб.;711612800;https://aquatermix.ru/image/cache/data-baxi-711612800-1-800x600.jpg;"
Артикул запчасти: 711612800"
Баки;Расширительный бак 8 литров для котлов BAXI Eco-3 Compact, Main, Main Digit (5663880) JJJ005663880;10 545 руб. 9 490 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-5663880-21-800x600.jpg;"
Артикул запчасти: 5663880, JJJ005663880"
Газовые клапаны;Клапан газовый Honeywell VK4105M 5108 для котлов BAXI (5665220) JJJ005665220;10 633 руб. 9 570 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000000111111-5665220-1-800x600.jpg;"
Артикул запчасти: 5665220, JJJ005665220"
Газовые клапаны;Клапан газовый SIT 845063 SIGMA для котлов BAXI Eco-3 Compact, Main, Nuvola, Slim (5658830) JJJ005658830;12 690 руб. 9 690 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0011-0845063-1-800x600.jpg;"
Артикул запчасти: 5658830, JJJ005658830"
Газовые клапаны;Клапан газовый SIT 845 для котлов De Dietrich (JJD005658830);12 690 руб. 9 690 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0011-0845063-1-800x600.jpg;"
Артикул запчасти: JJD005658830"
Насосы;Двигатель циркуляционного насоса Wilo для котлов BAXI Eco Compact, Eco-5 Compact, Main-5 (710820200);"11 000 руб. 9 729 руб.

Цена в бонусных баллах: 9729";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-01-intksl15-5-1-800x600.jpg;"
Исполнение: аналог"
Вентиляторы;Вентилятор 75 W для котлов BAXI Eco, Eco-3, Luna, Luna-3, Luna-3 Comfort (5655730) JJJ005655730;"10 348 руб. 9 831 руб.

Цена в бонусных баллах: 9831";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000011-5655730-1-800x600.jpg;"
Артикул запчасти: 5655730, JJJ005655730"
Пневмореле;Пневмореле для котлов BAXI (628640) JJJ000628640;11 079 руб. 9 971 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-a-baxi-628640-1-800x600.jpg;"
Артикул запчасти: 628640, JJJ000628640"
Газовые клапаны;Клапан газовый SIT 845 SIGMA для котлов BAXI (5653610) JJJ005653610;10 942 руб. 9 990 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0001111-5653610-1-800x600.jpg;"
Артикул запчасти: 5653610, JJJ005653610"
Моторы, трехходовые клапаны;Клапан трехходовой в сборе для котлов BAXI Eco-3, Luna-3, Luna-3 Comfort (5696200) JJJ005696200;11 330 руб. 10 196 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-121-5696200-21-800x600.jpg;"
Артикул запчасти: 5696200, JJJ005696200"
Вентиляторы;Вентилятор для котлов Baxi ECO Four, ECO Home, ECO-3 Compact, ECO-4s, FOURTECH, MAIN, MAIN Four (5682150) JJJ005682150;11 422 руб. 10 280 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0000001-5682150-1-800x600.jpg;"
Артикул запчасти: 5682150, JJJ005682150"
Теплообменники;Теплообменник вторичный пластинчатый для ГВС 10 пластин для котлов BAXI (5686660) JJJ005686660;"12 000 руб. 10 659 руб.

Цена в бонусных баллах: 10659";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-00001111-5686660-1-800x600.jpg;"
Артикул запчасти: 5686660, JJJ005686660"
Газовые клапаны;Газовый клапан Honeywell VK4105M для котлов BAXI Eco Classic, Eco Nova (63064600141P);"13 000 руб. 10 690 руб.

Цена в бонусных баллах: 10690";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000001-63064600141p-1-800x600.jpg;"
Артикул запчасти: 63064600141P"
Газовые клапаны;Клапан газовый Honeywell VK4105M для котлов BAXI Main Four (710669200);"13 000 руб. 10 690 руб.

Цена в бонусных баллах: 10690";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000001-63064600141p-1-800x600.jpg;"
Экспресс-доставка по всей России"
Вентиляторы;Вентилятор для котлов BAXI (5691840) JJJ005691840;23 478 руб. 10 957 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-11111-5691840-21-800x600.jpg;"
Артикул запчасти: 5691840, JJJ005691840"
Моторы, трехходовые клапаны;Клапан трехходовой в сборе для котлов BAXI Eco Four, Eco-3 Compact (5693870) JJJ005693870;13 000 руб. 10 974 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-00000-5693870-1-800x600.jpg;"
Артикул запчасти: 5693870, JJJ005693870"
Теплообменники;Теплообменник основной для котлов BAXI Eco Classic, Eco Nova (200024030) 6304131045;"14 400 руб. 10 990 руб.

Цена в бонусных баллах: 10990";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0001-6297-1-800x600.jpg;"
Артикул запчасти: 200024030, 6304131045"
Моторы, трехходовые клапаны;Клапан трехходовой для котлов BAXI Eco-3, Luna-3, Luna-3 Comfort (711606100) 7726372;12 292 руб. 11 063 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-121-711606100-21-800x600.jpg;"
Артикул запчасти: 711606100, 7726372"
Гидравлические группы;Гидравлическая группа входная для котлов BAXI Eco Four, Luna-3, Luna-3 Comfort (711608300);12 334 руб. 11 100 руб.;711608300;https://aquatermix.ru/image/cache/data-11111-711608300-21-800x600.jpg;"
Артикул запчасти: 711608300"
Газовые клапаны;Газовый клапан Siemens VGE5608G4049 для котлов BAXI Luna Platinum (710452600);12 758 руб. 11 482 руб.;710452600;https://aquatermix.ru/image/cache/data-000000000000-710452600-1-800x600.jpg;"
Артикул запчасти: 710452600"
Горелки;Элемент горелки BAXI Slim 1.300, 2.300 (3602440) JJJ003602440;"14 000 руб. 11 735 руб.

Цена в бонусных баллах: 11735";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000000000001-3602450-1-800x600.jpg;"
Артикул запчасти: 3602440, JJJ003602440"
Газовые клапаны;Клапан газовый Honeywell VK4105G для котлов BAXI Main Four (5702340) JJJ005702340;11 880 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0001-0020023220-1-800x600.jpg;"
Артикул запчасти: 5702340, JJJ005702340"
Газовые клапаны;Газовый клапан Sit 820 для котлов BAXI Slim EF (721601300);"11 990 руб.                
Цена в бонусных баллах: 11990";721601300;https://aquatermix.ru/image/cache/data-0000011111-0820303-1-800x600.jpg;"
Артикул запчасти: 721601300"
SLIM;Фланец в сборе для котла BAXI Slim 2.230 i (3606800) JJJ003606800;14 195 руб. 12 065 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-b-baxi-3606800-1-800x600.jpg;"
Фланец в сборе для напольных газовых котлов со встроенным бойлером BAXI Slim 2.230 i"
Моторы, трехходовые клапаны;Клапан трехходовой для котлов Baxi Eco-3, Luna-3, Luna-3 Comfort (5680940) JJJ005680940;"15 000 руб. 12 480 руб.

Цена в бонусных баллах: 12480";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-5680940-1-800x600.jpg;"
Артикул запчасти: 5680940, JJJ005680940"
Теплообменники;Теплообменник основной Heatwave для котлов BAXI Eco Four, Eco-5, Eco-3 Compact, Fourtech (5677660.A) 5692530.A;"15 290 руб. 12 490 руб.

Цена в бонусных баллах: 12490";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0000111-5677660.a-1-800x600.jpg;"
Артикул запчасти: 5677660.A, JJJ005677660.A"
Гидравлические группы;Гидравлическая группа обратной подачи для котлов BAXI (R7730231);13 339 руб. 12 672 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-00000001-r7730231-1-800x600.jpg;"
Артикул запчасти: R7730231"
Насосы;Насос циркуляционный Wilo для котлов Baxi Main-5 (710648600);14 106 руб. 12 695 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-aa-baxi-710820200-2-800x600.jpg;"
Артикул запчасти: 710648600, 710820200, 721957600"
Насосы;Насос циркуляционный Wilo для котлов Baxi Eco Compact, Main-5 (710820200);14 106 руб. 12 695 руб.;710820200;https://aquatermix.ru/image/cache/data-aa-baxi-710820200-1-800x600.jpg;"
Артикул запчасти: 710820200"
Насосы;Насос циркуляционный Wilo INTBXSL 15/5-1 для котлов BAXI Eco Compact, Eco-5 Compact, Main-5 (721957600);14 106 руб. 12 695 руб.;721957600;https://aquatermix.ru/image/cache/data-aa-baxi-710820200-2-800x600.jpg;"
Артикул запчасти: 721957600"
Газовые клапаны;Клапан газовый для котлов BAXI Eco Compact, Eco-5 Compact, Main-5 (710660400);"16 000 руб. 12 990 руб.

Цена в бонусных баллах: 12990";710660400;https://aquatermix.ru/image/cache/data-00000000001-710660400-1-800x600.jpg;"
Артикул запчасти: 710660400"
Насосы;Насос циркуляционный Grundfos UP 15.50 для котлов BAXI (5655200) JJJ005655200;15 387 руб. 13 079 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-111111111-5655200-21-800x600.jpg;"
- ЕСТЬ ВАРИАНТ ДЕЩЕВЛЕ -"
Теплообменники;Теплообменник основной Heatwave для BAXI Eco-3, Luna-3, Luna-3 Comfort (620860.A) 5681190.A, JJJ000620860.A;"16 000 руб. 13 590 руб.

Цена в бонусных баллах: 13590";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0000011111-620860.a-1-800x600.jpg;"
Артикул запчасти: 620860.A, 5681190.A, JJJ000620860.A"
Теплообменники;Теплообменник битермический Heatwave для котлов BAXI Main, Main Four, Main Digit (616170.A) 5663720.A, JJJ000616170.A;"16 000 руб. 13 890 руб.

Цена в бонусных баллах: 13890";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0000111-616170.a-1-800x600.jpg;"
Артикул запчасти: 616170.A, JJJ000616170.A"
Теплообменники;Теплообменник основной битермический Heatwave для котла Baxi MAIN-5, Westen Quasar E (710537600.A);15 900 руб. 13 990 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0000111-710537600.a-1-800x600.jpg;"
Артикул запчасти: 710537600.A"
Насосы;Насос циркуляционный Grundfos для котлов BAXI Eco Home, Eco-4s (766070700);16 478 руб. 14 007 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-a-baxi-766070700-1-800x600.jpg;"
- ЕСТЬ ВАРИАНТ ДЕШЕВЛЕ -"
Моторы, трехходовые клапаны;Клапан трехходовой для котлов BAXI Eco, Luna (607250) JJJ000607250;16 498 руб. 14 023 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-aaaa-baxi-607250-1-800x600.jpg;"
Клапан 3-ходовой (гидравлический переключатель) в сборе для газовых котлов BAXI моделей:"
Газовые клапаны;Клапан газовый SIT 822 NOVAMIX для котлов BAXI (3621240) JJJ003621240;16 655 руб. 14 157 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-a-3621240-800x600.jpg;"
Артикул запчасти: 3621240, JJJ003621240"
Вентиляторы;Вентилятор для котлов BAXI Nuvola-3 Comfort 320 Fi (5695650) JJJ005695650;16 748 руб. 14 235 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-a-5695650-1-800x600.jpg;"
Артикул запчасти: 5695650, JJJ005695650"
Насосы;Насос циркуляционный Wilo BXSL 15/6 Compact-1 C для котлов BAXI Main Four, Fourtech (721957300);17 046 руб. 14 489 руб.;721957300;https://aquatermix.ru/image/cache/data-a-baxi-721957300-1-800x600.jpg;"
Артикул запчасти: 721957300"
Насосы;Насос циркуляционный Wilo BXSL 15/6 Compact-1 C для котлов BAXI Fourtech, Main Four (710872000);17 046 руб. 14 489 руб.;710872000;https://aquatermix.ru/image/cache/data-a-baxi-721957300-1-800x600.jpg;"
Артикул запчасти: 710872000"
Моторы, трехходовые клапаны;Датчик в сборе (гидравлический переключатель вторичного теплообменника) для котлов Baxi ECO, LUNA (5629950) JJJ005629950;"14 580 руб.                
Цена в бонусных баллах: 14580";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-baxi-5629950-14-800x600.jpg;"
Артикул запчасти: 5629950, JJJ005629950"
Гидравлические группы;Гидравлическая группа обратной подачи для котлов Baxi (711033700);16 315 руб. 14 683 руб.;711033700;https://aquatermix.ru/image/cache/data-00000000000-711033700-800x600.jpg;"
Артикул запчасти: 711033700"
Вентиляторы;Вентилятор для котлов BAXI Eco, Luna, Nuvola, Nuvola-3, Nuvola-3 Comfort (5632530) JJJ005632530;16 748 руб. 15 073 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-a-5632530-1-800x600.jpg;"
Артикул запчасти: 5632530, JJJ005632530"
Горелки;Элемент горелки для котлов BAXI Slim 1.400 iN (3602450) JJJ003602450;"15 390 руб.                
Цена в бонусных баллах: 15390";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000000000001-3602450-1-800x600.jpg;"
Артикул запчасти: 3602450, JJJ003602450"
Горелки;Элемент горелки для котлов BAXI Slim 1.490 iN (3602460) JJJ003602460;"15 390 руб.                
Цена в бонусных баллах: 15390";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000000000001-3602460-1-800x600.jpg;"
Артикул запчасти: 3602460, JJJ003602460"
Моторы, трехходовые клапаны;Клапан трехходовой для котлов BAXI Eco-3 Compact (5676910) JJJ005676910;18 131 руб. 15 412 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-aaa-baxi-5676910-1-800x600.jpg;"
Артикул запчасти: 5676910, JJJ005676910"
Насосы;Насос циркуляционный Grundfos UP 15-60 AO для котлов Baxi Eco, Luna, Nuvola, Nuvola-3 (5655620) JJJ005655620;17 197 руб. 15 477 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-123-5655620-21-800x600.jpg;"
Артикул запчасти: 5655620, JJJ005655620"
Насосы;Насос циркуляционный Wilo BXSL 15/6 Compact-1 C для котлов Baxi Main Four 240 F (5698270) JJJ005698270;18 239 руб. 15 503 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-a-baxi-721957300-1-800x600.jpg;"
Артикул запчасти: 5698270, JJJ005698270, 721957300, 710872000"
Вентиляторы;Вентилятор 57 W для котлов BAXI Eco-3 Compact, Main (5663810) JJJ005663810;17 253 руб. 15 528 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-aa-5663810-1-800x600.jpg;"
Артикул запчасти: 5663810, JJJ005663810"
Моторы, трехходовые клапаны;Клапан трехходовой для одноконтурных котлов BAXI Luna-3, Luna-3 Comfort (5683540) JJJ005683540;18 666 руб. 15 865 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-a2-5683540-1-800x600.jpg;"
Артикул запчасти: 5683540, JJJ005683540"
Горелки;Элемент горелки для котлов BAXI Slim 1.620 iN (3602480) JJJ003602480;"19 000 руб. 15 960 руб.

Цена в бонусных баллах: 15960";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-3602460-1-800x600.jpg;"
Артикул запчасти: 3602480, JJJ003602480"
Гидравлические группы;Гидравлическая группа для одноконтурного котла в сборе BAXI (5699200) JJJ005699200;17 874 руб. 16 087 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-1213-5699200-1-800x600.jpg;"
Артикул запчасти: 5699200, JJJ005699200"
Платы;Электронная плата для котлов BAXI Luna-3 Comfort, Nuvola-3 Comfort (5687020) JJJ005687020;"19 320 руб. 16 422 руб.

Цена в бонусных баллах: 16422";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-aaa-5687020-1-800x600.jpg;"
Артикул запчасти: 5687020, JJJ005687020"
Насосы;Насос циркуляционный Grundfos UPS 15-50 для котлов Baxi SLIM (3611300) JJJ003611300, 767738300;19 099 руб. 17 189 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-111111111-3611300-21-800x600.jpg;"
Артикул запчасти: 3611300, JJJ003611300, 767738300"
Насосы;Насос циркуляционный Wilo для котлов BAXI Main Four, Fourtech (5698260) JJJ005698260, 721957500;20 267 руб. 17 227 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-5698260-22-800x600.jpg;"
Артикул запчасти: 5698260, JJJ005698260, 721957500"
Моторы, трехходовые клапаны;Клапан трехходовой (гидравлический переключатель) для котлов BAXI Eco, Luna (5653590) JJJ005653590;21 753 руб. 17 402 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-aaaa-baxi-5653590-1-800x600.jpg;"
Артикул запчасти: 5653590, JJJ005653590"
Насосы;Насос циркуляционный Grundfos UP 15-60 для котлов BAXI (5687510) JJJ005687510;17 677 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-123-5687510-21-800x600.jpg;"
Артикул запчасти: 5687510, JJJ005687510"
Теплообменники;Теплообменник основной Valmex для котлов BAXI Eco Four, Eco-5, Eco-3 Compact, Fourtech (5677660) JJJ005677660;"20 000 руб. 17 790 руб.

Цена в бонусных баллах: 17790";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-5677660.v-1-800x600.jpg;"
Артикул запчасти: 5677660, JJJ005677660"
Платы;Электронная плата DM3136 для котлов BAXI Eco Classic (200025364) 06053401531P;"20 000 руб. 17 999 руб.

Цена в бонусных баллах: 17999";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0011-200025364-1-800x600.jpg;"
Артикул запчасти: 200025364, 06053401531P"
Теплообменники;Теплообменник основной медный Valmex для котлов BAXI Eco-3, Luna-3, Luna-3 Comfort (620860) JJJ000620860;"21 000 руб. 18 190 руб.

Цена в бонусных баллах: 18190";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-620860.v-1-800x600.jpg;"
Артикул запчасти: 620860, JJJ000620860"
Теплообменники;Теплообменник основной Valmex для котлов BAXI Eco-3, Luna-3 280 Fi, 310 Fi, Luna-3 Comfort 310 Fi, 1.310 Fi (620870) JJJ000620870;"21 500 руб. 18 289 руб.

Цена в бонусных баллах: 18289";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-620870.v-1-800x600.jpg;"
Артикул запчасти: 620870, JJJ000620870"
Платы;Электронная плата Honeywell для котлов Baxi ECO Compact, ECO-5 Compact, MAIN-5 (766487600, 766077600, 711476200, 711377300, 710562000);20 586 руб. 18 527 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000001-766487600-1-800x600.jpg;"
Артикул запчасти: 766487600, 766077600, 711476200, 711377300, 710562000"
Платы;Электронная плата Honeywell для газовых котлов BAXI Eco-3 (5686920) JJJ005686920;22 169 руб. 18 843 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-aaa-baxi-5686920-1-800x600.jpg;"
Артикул запчасти: 5686920, JJJ005686920"
Насосы;Насос циркуляционный Grundfos UP 15-50 с коннектором для котлов BAXI (5661200) JJJ005661200;21 161 руб. 19 045 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-aaa-baxi-5661200-1-800x600.jpg;"
Артикул запчасти: 5661200, JJJ005661200"
Теплообменники;Битермический теплообменник для котлов Baxi Main, Main Four, Main Digit и Westen Quasar (616170) JJJ000616170;"22 000 руб. 19 363 руб.

Цена в бонусных баллах: 19363";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-616170.v-1-800x600.jpg;"
Артикул запчасти: 616170, JJJ000616170"
Платы;Электронная плата для газовых котлов BAXI Eco-3 (5683130) JJJ005683130;21 737 руб. 19 563 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000000111111-5683130-1-800x600.jpg;"
Артикул запчасти: 5683130 (JJJ005683130)"
Платы;Электронная плата для газовых котлов BAXI Eco-3 Compact (5680230) JJJ005680230;21 916 руб. 19 725 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000000111111-5680230-1-800x600.jpg;"
Артикул запчасти: 5680230, JJJ005680230"
Платы;Электронная плата для газовых котлов BAXI Eco-3 Compact (5680410) JJJ005680410;21 916 руб. 19 725 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000000111111-5680410-1-800x600.jpg;"
Артикул запчасти: 5680410, JJJ005680410"
Платы;Электронная плата Honeywell для котлов BAXI Eco (5669670) JJJ005669670;21 916 руб. 19 725 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-a-5669670-21-800x600.jpg;"
Артикул запчасти: 5669670, JJJ005669670"
Гидравлические группы;Гидравлическая группа для одноконтурного котла в сборе для котлов BAXI Eco Compact, Eco-5 Compact, Westen Pulsar E (711286700);23 222 руб. 19 738 руб.;711286700;https://aquatermix.ru/image/cache/data-123456-711286700-1-800x600.jpg;"
Артикул запчасти: 711286700"
Платы;Электронная плата для котлов BAXI Eco Four, Eco Home, Eco-4s, Fourtech, Main Four (5702450) JJJ005702450;19 740 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000001-5702450-1-800x600.jpg;"
Артикул запчасти: 5702450, JJJ005702450"
Платы;Электронная плата Honeywell для котлов BAXI Main Digit 240 Fi (5692300) JJJ005692300;21 957 руб. 19 762 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000000111111-5692300-1-800x600.jpg;"
Артикул запчасти: 5692300, JJJ005692300"
Платы;Электронная плата для газовых котлов BAXI Eco Four, Fourtech , Main Four (710825300) 710749600, 7731864;21 996 руб. 19 796 руб.;Артикул продукта не найден;https://aquatermix.ru/image/cache/data-0000111-710825300-800x600.jpg;"
Артикул запчасти: 710825300, 710749600, 7731864"
Платы;Панель управления выносная для котлов BAXI LUNA-3 COMFORT, NUVOLA-3 COMFORT (5682690) JJJ005682690;"22 000 руб. 19 896 руб.

Цена в бонусных баллах: 19896";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000-5682690-1-800x600.jpg;"
		 "
Платы;Панель управления для котлов BAXI Luna-3 Comfort, Nuvola-3 Comfort (KHG71410641);"22 000 руб. 19 896 руб.

Цена в бонусных баллах: 19896";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000-5682690-1-800x600.jpg;"
Артикул аксессуара: KHG71410641-"
Платы;Электронная плата Honeywell для газовых котлов Baxi MAIN Four (710591300) 5702480;"23 000 руб. 19 999 руб.

Цена в бонусных баллах: 19999";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-000-710591300-1-800x600.jpg;"
Артикул запчасти: 710591300, 5702480, JJJ005702480"
Платы;Электронная плата для газовых котлов BAXI Luna-3, Nuvola-3 (5687010) JJJ005687010;"20 304 руб.                
Цена в бонусных баллах: 20304";Артикул продукта не найден;https://aquatermix.ru/image/cache/data-5687010-1-800x600.jpg;"
Артикул запчасти: 5687010, JJJ005687010"
